50
50
L,1100,-1797,353,119,-62,253,-572,-309,R,-334,-2102,151,41,381,92,-800,90
L,985,-1836,394,66,206,211,-599,-276,R,-361,-1943,149,40,443,-3,-786,105
L,784,-1663,607,41,119,62,-591,-238,R,-325,-1765,188,38,485,-55,-779,103
L,693,-1568,834,105,33,-34,-553,-213,R,-381,-1814,204,107,689,-94,-765,118
L,702,-1941,1366,356,-207,119,-516,-164,R,-570,-2240,123,221,651,-197,-754,142
L,778,-2513,1984,836,-102,496,-496,-136,R,-661,-2620,-21,303,532,-318,-758,141
L,649,-2459,1982,1328,302,716,-497,-116,R,-645,-2420,-15,316,559,-334,-750,149
L,491,-1905,1492,1779,220,672,-504,-114,R,-655,-1888,68,255,354,-182,-707,191
L,483,-1497,857,2055,-314,490,-566,-156,R,-582,-1563,60,196,-161,-20,-694,204
L,640,-1250,130,1820,-908,281,-624,-269,R,-443,-1607,-38,212,-340,-35,-745,154
L,827,-1232,-274,1081,-801,175,-547,-332,R,-391,-1789,-116,227,-152,-132,-771,123
L,797,-1420,-128,75,-290,-30,-603,-292,R,-353,-1960,-74,149,-68,-176,-795,102
L,586,-1563,228,-842,224,-430,-680,-203,R,-295,-2471,1,-52,-30,-156,-831,68
L,482,-2301,518,-1218,287,-587,-728,-115,R,-285,-3345,192,-329,17,-183,-841,48
L,337,-2568,635,-1051,-772,-326,-743,-72,R,-363,-2551,681,-511,-525,-257,-731,78
L,685,-2153,524,-1108,-1475,19,-681,-171,R,-195,-1389,736,-585,-1396,-80,-612,70
L,1283,-2217,486,-1416,-543,389,-582,-294,R,252,-1688,253,-487,-958,417,-780,-84
L,1146,-2090,506,-1507,443,632,-590,-280,R,229,-1942,314,-408,193,733,-786,-66
L,937,-1836,713,-1307,499,532,-573,-254,R,-103,-1912,883,-571,-539,481,-650,28
L,860,-1733,1031,-632,-87,252,-522,-230,R,98,-1769,706,-689,-1668,145,-680,-29
L,1054,-1770,941,131,-572,-12,-513,-277,R,189,-1915,45,-578,-386,83,-842,-56
L,1412,-2083,443,343,418,-236,-546,-335,R,-103,-2217,-54,-263,842,44,-869,26
L,935,-2168,243,115,1977,-372,-659,-232,R,-184,-2076,18,-5,696,-53,-848,50
L,63,-1730,650,37,1133,-218,-693,-19,R,-202,-2006,114,51,403,-159,-833,57
L,188,-1483,908,356,-714,272,-579,-61,R,6,-2396,119,218,855,-177,-871,-1
L,656,-1829,892,626,-396,558,-588,-178,R,-166,-2368,0,469,1854,-40,-859,40
L,650,-2348,1195,770,256,606,-599,-138,R,-557,-2156,28,489,1529,64,-754,144
L,644,-2288,1405,1101,168,769,-559,-134,R,-488,-2092,0,421,569,14,-768,131
L,570,-1847,1269,1343,210,686,-530,-142,R,-397,-2144,-337,657,442,-154,-763,103
L,332,-1633,1276,1447,-109,352,-510,-91,R,-346,-2177,-155,669,347,-295,-801,90
L,345,-1452,1206,1477,-484,95,-491,-103,R,-370,-1942,127,576,161,-240,-786,107
L,444,-1293,1087,1301,-355,-104,-477,-147,R,-402,-1894,-154,771,258,-150,-771,119
L,467,-1201,936,988,-157,-295,-489,-170,R,-373,-1922,-350,817,355,-91,-750,108
L,477,-1092,608,569,0,-443,-546,-208,R,-384,-1816,-458,640,382,-16,-717,116
