18
100
L,819,-1883,205,121,-213,-21,-658,-233,R,-462,-1987,343,-57,-71,72,-738,129
L,847,-1864,220,113,-230,-16,-648,-242,R,-481,-1984,360,-46,-59,74,-731,134
L,873,-1870,218,95,-193,-3,-642,-248,R,-482,-1990,362,-38,-98,67,-731,134
L,891,-1886,226,85,-195,-4,-639,-251,R,-480,-2018,384,-3,-65,80,-730,131
L,830,-1951,365,111,-526,-159,-650,-226,R,-541,-2005,433,115,444,245,-709,147
L,1292,-2023,468,173,-1486,-1019,-558,-318,R,-1210,-2022,559,254,1434,975,-565,299
L,2730,-2301,407,97,-1542,-2818,-398,-494,R,-2388,-2115,651,201,1681,2468,-405,471
L,3497,-2380,401,183,-157,-4592,-340,-553,R,-3269,-2138,614,23,743,4048,-327,557
L,3188,-1886,257,443,877,-5609,-305,-591,R,-3358,-2020,305,-90,-268,5186,-309,586
L,2757,-1397,88,551,1413,-6045,-268,-630,R,-2978,-1744,95,-87,-882,5858,-303,596
L,2301,-876,96,547,1647,-6155,-208,-690,R,-2551,-1337,174,22,-1474,5955,-276,621
L,1868,-291,199,452,1763,-5928,-88,-792,R,-2035,-891,249,171,-1782,5608,-234,655
L,1344,208,378,438,1983,-5377,84,-721,R,-1651,-410,375,267,-1829,5057,-136,713
L,877,643,519,473,2023,-4662,322,-466,R,-1262,69,509,289,-1748,4426,29,678
L,501,905,612,454,1878,-3879,488,-246,R,-868,491,623,275,-1436,3821,246,475
L,91,1045,662,347,1480,-3181,573,-42,R,-476,796,685,232,-1182,3265,436,243
L,-241,1155,685,192,973,-2611,578,101,R,-113,985,710,201,-841,2743,538,53
L,-502,1229,638,37,775,-2101,565,199,R,151,1134,726,168,-659,2286,567,-64
L,-756,1285,629,-61,859,-1650,525,278,R,390,1250,750,141,-830,1911,559,-149
L,-944,1323,688,-77,870,-1313,485,323,R,612,1332,748,130,-922,1585,540,-218
L,-1095,1315,690,-35,687,-1095,454,363,R,819,1366,728,143,-941,1292,512,-278
L,-1149,1276,598,36,462,-931,445,392,R,959,1380,644,121,-877,1031,500,-321
L,-1113,1215,477,46,478,-851,451,404,R,998,1369,554,19,-841,806,501,-340
L,-1104,1044,424,48,359,-812,414,443,R,958,1257,533,-106,-944,580,489,-350
L,-1120,842,349,114,49,-589,356,508,R,988,1029,453,-244,-982,124,434,-413
L,-1110,690,231,169,50,65,313,567,R,1109,736,371,-376,-580,-856,321,-533
L,-1234,522,227,151,-349,1348,226,652,R,1144,498,323,-469,301,-2364,227,-625
L,-1313,481,179,103,-1856,3153,199,686,R,837,431,238,-516,965,-4103,263,-595
L,-1002,678,59,11,-3346,5212,340,558,R,178,522,144,-434,1362,-5735,662,-182
L,-475,733,76,-93,-3861,7178,567,327,R,-429,663,5,-242,1572,-6943,570,329
L,455,311,147,-278,-3497,8516,330,-528,R,-1169,401,153,175,1915,-7493,187,698
L,2011,-263,191,-675,-2087,8423,-74,-808,R,-2301,-16,484,508,1141,-7157,-4,781
L,3104,-624,469,-1321,-198,7144,-112,-758,R,-2889,-402,401,291,461,-6259,-78,788
L,2803,-959,541,-1986,527,6115,-185,-685,R,-3260,-1169,417,120,909,-5367,-195,691
L,2752,-2033,200,-2189,845,5398,-363,-534,R,-3175,-1692,456,246,591,-4505,-278,611
L,2465,-2733,144,-2064,1708,4224,-479,-420,R,-2568,-1907,277,303,386,-3769,-364,531
L,1726,-2554,262,-1784,1928,2784,-556,-339,R,-2232,-2029,346,330,210,-3130,-419,473
L,1304,-2412,605,-1357,1491,1367,-592,-276,R,-1875,-1959,503,318,-305,-2293,-452,428
L,942,-2218,995,-693,278,162,-582,-211,R,-1697,-1899,703,372,-550,-1306,-459,399
L,1360,-2106,786,-217,195,-570,-532,-311,R,-1347,-1829,797,604,-45,-411,-494,340
L,1643,-2214,383,-121,1636,-1347,-526,-361,R,-1398,-1834,926,865,632,490,-475,342
L,1783,-2448,249,13,2092,-2501,-536,-359,R,-1918,-2001,1159,1132,422,1660,-417,396
L,2037,-2426,349,171,1643,-3542,-495,-397,R,-2182,-2163,1174,1428,257,2945,-411,415
L,2253,-2159,400,392,1404,-4169,-433,-457,R,-2486,-2016,1110,1636,480,4052,-365,472
L,2365,-1821,411,701,1645,-4533,-371,-517,R,-2512,-1506,979,1646,396,4770,-291,544
L,2253,-1409,526,1075,1650,-4825,-313,-562,R,-2185,-888,817,1545,24,5017,-208,610
L,2093,-859,639,1335,1491,-5033,-214,-628,R,-1838,-412,737,1405,-419,4918,-117,653
L,1752,-260,732,1415,1575,-4994,-78,-660,R,-1439,1,678,1226,-707,4590,0,647
L,1291,248,818,1429,1668,-4660,92,-565,R,-1048,441,635,1009,-798,4139,198,535
L,894,649,853,1402,1711,-4178,277,-398,R,-779,813,633,795,-837,3659,390,370
L,471,933,870,1315,1539,-3589,433,-202,R,-469,1073,607,610,-841,3169,544,208
L,140,1144,845,1127,1161,-2979,531,-56,R,-200,1234,623,462,-723,2690,620,82
L,-109,1279,770,782,913,-2447,586,41,R,15,1340,671,368,-740,2256,633,-6
L,-320,1341,725,428,782,-1921,594,118,R,276,1409,665,344,-864,1854,629,-100
L,-471,1373,727,204,811,-1452,577,168,R,509,1467,611,335,-751,1487,615,-177
L,-656,1416,776,109,657,-1148,543,221,R,661,1544,532,293,-549,1184,612,-220
L,-736,1460,729,73,502,-943,546,242,R,723,1610,479,219,-554,966,616,-232
L,-815,1463,681,35,537,-787,540,267,R,815,1633,419,144,-592,811,607,-257
L,-926,1450,660,3,501,-647,518,301,R,874,1616,382,95,-468,715,594,-277
L,-940,1438,589,-62,401,-520,523,311,R,928,1567,381,52,-352,660,573,-299
L,-858,1384,508,-183,290,-464,542,301,R,1078,1462,378,18,-153,547,519,-355
L,-836,1252,454,-298,167,-330,527,321,R,1211,1286,350,3,285,204,455,-422
L,-825,1078,406,-428,-129,94,495,356,R,1183,1089,359,74,568,-437,413,-458
L,-801,887,385,-624,-184,1015,449,396,R,1057,893,179,96,932,-1290,398,-492
L,-820,874,449,-844,-730,2485,430,398,R,912,769,-255,-89,2179,-2474,390,-483
L,-711,985,450,-1155,-2308,4133,494,333,R,498,622,-363,-221,3755,-4036,452,-346
L,-399,822,509,-1281,-3833,5691,517,224,R,-192,533,41,-102,4020,-5553,697,198
