149
100
L,900,-1925,490,-44,178,54,-619,-243,R,-1398,-2319,2274,2006,633,1683,-409,232
L,919,-1925,514,-136,433,49,-613,-247,R,-1916,-2553,2731,3419,456,2673,-374,271
L,925,-1872,547,-208,683,29,-601,-253,R,-2303,-2518,2658,4715,194,3646,-356,321
L,979,-1885,525,-235,963,-14,-594,-265,R,-2219,-2085,2226,5495,-457,4255,-335,360
L,907,-1920,513,-188,1224,-56,-615,-245,R,-1729,-1529,1677,5765,-1520,4247,-324,372
L,763,-1931,522,-76,1189,-67,-644,-208,R,-1128,-1045,1146,5768,-1950,3821,-330,360
L,725,-1979,505,28,968,-93,-659,-195,R,-579,-485,711,5543,-1378,3344,-278,339
L,658,-1972,517,97,896,-140,-669,-178,R,-183,-7,343,5047,-878,2929,-11,281
L,577,-1891,554,96,887,-180,-670,-163,R,146,303,-109,4270,-713,2427,589,-244
L,517,-1785,607,62,894,-168,-659,-153,R,475,607,-685,3182,-651,1844,360,-274
L,428,-1723,663,74,795,-83,-653,-130,R,701,994,-1171,1939,-706,1295,360,-245
L,376,-1741,712,141,366,29,-651,-113,R,801,1412,-1433,783,-420,826,406,-217
L,459,-1791,707,171,-117,63,-647,-134,R,820,1691,-1279,-14,159,391,480,-211
L,593,-1832,697,81,-205,0,-634,-168,R,660,1838,-889,-243,374,64,589,-179
L,617,-1837,782,-37,-69,-61,-615,-171,R,543,1911,-713,-120,236,-38,648,-149
L,592,-1802,864,-79,-70,-67,-598,-164,R,647,1882,-741,8,169,-23,623,-177
L,608,-1785,880,-62,-101,-47,-590,-169,R,715,1861,-815,21,153,-19,597,-193
L,607,-1802,860,-44,-12,-31,-597,-169,R,730,1832,-793,-26,99,-59,595,-201
L,556,-1824,831,-45,80,-25,-612,-155,R,719,1721,-740,-85,50,-162,590,-210
L,509,-1839,821,-23,2,-23,-622,-141,R,777,1506,-859,-364,159,-442,524,-241
L,501,-1817,822,70,-279,-26,-620,-141,R,749,1134,-1034,-1184,551,-1027,416,-260
L,537,-1746,809,215,-603,-13,-609,-156,R,533,706,-1028,-2537,1111,-1866,313,-231
L,591,-1676,772,332,-795,31,-598,-177,R,290,266,-789,-4076,1758,-2894,175,-192
L,620,-1698,743,372,-904,71,-603,-184,R,-65,-301,-388,-5359,2331,-4125,-374,75
L,695,-1777,653,303,-909,74,-617,-201,R,-954,-1059,368,-6030,1785,-5285,-460,403
L,782,-1786,554,99,-666,19,-617,-227,R,-1677,-1567,1106,-6433,125,-5712,-379,411
L,774,-1786,566,-180,-253,-81,-617,-224,R,-1759,-2197,1686,-6686,125,-5276,-420,324
