20
100
L,1037,-1771,521,7,-160,52,-567,-293,R,-743,-1797,613,-44,-131,32,-618,213
L,1013,-1800,485,6,13,36,-580,-285,R,-762,-1786,641,-27,0,2,-608,218
L,964,-1816,504,1,97,-5,-590,-270,R,-786,-1776,637,-21,78,-21,-603,226
L,923,-1841,525,23,72,-82,-600,-257,R,-857,-1765,684,-14,119,-9,-581,243
L,968,-1926,636,116,-2,-228,-589,-255,R,-1108,-1856,826,56,1,205,-533,286
L,1392,-2324,928,538,53,-726,-542,-290,R,-1886,-2291,1135,341,-464,1124,-461,364
L,2128,-3119,1470,1603,-243,-1971,-503,-316,R,-3300,-2771,1848,1057,-414,3264,-362,447
L,2929,-3252,2119,3011,-635,-3802,-419,-370,R,-4139,-2035,2491,1712,-708,5635,-228,521
L,3010,-1910,2362,4115,185,-5187,-265,-447,R,-3312,-374,2421,1998,-2176,6967,-52,535
L,2207,-165,1892,4521,1807,-5759,-32,-492,R,-2133,684,1967,2115,-3573,7095,132,456
L,1467,957,1368,4347,3811,-5402,255,-412,R,-1660,1019,1618,2113,-4690,5630,237,409
L,768,1741,1314,3955,5276,-3368,488,-193,R,-1037,1104,1310,1847,-4310,2868,334,311
L,142,2048,1253,2932,4622,-484,583,-33,R,-286,685,972,944,-3340,-129,340,135
L,-242,1506,867,967,2701,1893,591,79,R,101,-426,620,-230,-2138,-2387,-341,-76
L,-224,-163,454,-1142,1261,3587,-179,248,R,-13,-1565,538,-868,-867,-3300,-710,4
L,152,-1909,288,-1754,588,4048,-802,-45,R,-308,-1573,650,-688,-1310,-2850,-654,102
L,768,-1181,253,-635,153,2161,-555,-324,R,93,-166,463,-89,-1592,-1188,-193,-107
L,767,291,149,360,302,-507,204,-668,R,491,685,581,487,-70,773,419,-286
L,78,382,291,709,151,-1625,517,-93,R,144,-48,875,921,685,2095,-31,-93
L,197,-174,355,955,-788,-2310,-232,-264,R,-203,-1025,750,1214,419,2786,-528,90
L,442,-1019,293,1115,-659,-3502,-624,-226,R,-156,-1261,691,1341,491,2759,-606,62
L,75,-1369,490,1107,-389,-4272,-700,-29,R,-133,-667,717,991,39,2034,-424,77
L,-261,-136,462,360,-1511,-3757,-144,285,R,309,467,635,-180,766,653,334,-214
L,-350,1557,578,-1721,-2418,-1880,665,119,R,618,1646,737,-2013,2616,-1470,596,-189
L,-1227,2719,1150,-4276,-2942,682,582,225,R,101,2035,1658,-3653,3529,-3957,507,-22
L,-777,2218,2567,-6085,-6787,3047,395,129,R,-1117,1671,3460,-3788,4720,-5694,246,162
L,4311,441,4063,-4568,-8137,2881,42,-465,R,-4358,1091,5450,-1295,3628,-4309,88,380
L,6552,1150,4307,-1768,-2645,-1086,83,-557,R,-4566,1252,5891,1904,67,-526,95,371
L,3923,2455,3649,-520,1418,-4690,246,-417,R,-1959,1268,4710,3794,-3076,1836,139,218
L,2880,2426,2831,918,2054,-6154,309,-376,R,-959,860,3463,4760,-5546,1665,134,150
L,2616,2252,1782,1893,2852,-6277,354,-423,R,254,1453,1956,4361,-5990,136,363,-59
L,1398,2106,1008,1390,2682,-4199,506,-309,R,788,2026,987,2737,-4373,-1796,580,-192
L,599,1553,742,-47,2085,-1106,584,-191,R,512,1602,607,715,-1744,-3533,636,-166
L,194,189,502,-1432,1879,1554,193,-198,R,-297,-305,466,-1087,-629,-4629,-289,280
L,50,-1455,562,-2040,1497,3141,-688,-18,R,-877,-1778,456,-1980,-819,-4363,-609,255
L,176,-1984,827,-1596,1628,3094,-669,-46,R,-885,-1167,378,-1401,-1093,-2867,-504,358
L,14,-738,812,-466,472,1228,-422,-7,R,-625,238,415,-128,-668,-554,176,525
